Smiles,MMGBSA dG Bind
CCC1CCNC(=O)CC1,-22.2
O=C1CCC(CCN1)C=2C=CC=CC2,-30.14
O=C(O)C=1C=C2CC(=O)NC2=CC1Cl,-19.85
O=C(C=1C=C(Cl)C=CC1F)N2CCNCC2,-36.7
CCC(N)C1=NN=C2CCCCCN12,-37.64
CC1C(=O)NC=2C=CC=CC21,-29.17
CNC(C=1C=CC(F)=CC1)C=2C=CC=NC2,-31.03
CNC(C)C=1C=NN(C)C1,-26.57
CNC(C=1C=NN(C)C1)C=2C=CC=C(F)C2,-42.16
CCN1CCC(CC1)C(C)O,-35.02
CC(O)C=1C(F)=CC=CC1N2C=CC=N2,-31.27
CC1CN(CCO)CCO1,-32.62
OCCN1CCC2=CC=CC=C2C1,-39.46
O=C1CCCCCN1CCO,-27.41
O=C1CCCCN1CCO,-22.59
O=C1CCC=2C=C(C=CC2N1)OCCO,-33.69
CS(=O)(=O)C=1C=CC=NC1,-22.75
NC1=NC=2C=NC=CC2S1,-24.45
O=C(O)C=1C=CC(F)=CN1,-9.62
CC=1N=NC(N)=C2C=CC=CC12,-29.11
C1=CC=2C(=NC=CC2S1)N3CCNCC3,-35.51
NC1CS(=O)(=O)C2=CC=CC=C21,-24.43
NCC1CS(=O)(=O)C=2C=CC=CC21,-27.36
NS(=O)(=O)C=1C=CC=C2CNCCC12,-32.68
O=C(O)C1CC=CCC1C(=O)NC2CC2,-36.28
CC1=NN(C(C)=C1N)C2=CC=CC=C2F,-31.04
FC=1C=CC=CC1CNC=2C=NNC2,-36.1
O=S(=O)(NC=1C=NNC1)C=2C=CC=CC2F,-32.56
O=S(=O)(CC=1C=CC=CC1)NC=2C=NNC2,-34.94
CC1COCCN1CCN,-17.04
CC1COCCN1C2CCNCC2,-28.14
O=C1CC(NCCN1)C=2C=CC=CC2,-34.36
COC1=C(N)C(C)=NN1C,-23.71
CC(C)CC1=NSC(N)=N1,-30.33
NC(=O)C=1C=CC=C(C1)CO,-22.37
OCC1=CC=C2N=CC=CC2=C1,-30.01
OCC1=NOC(=N1)C=2C=CC(F)=CC2,-32.1
OCC1=NC(=NO1)C=2C=CC(F)=CC2,-33.4
NC(=O)C=1C=CC=CC1CO,-27.21
CC(C)N1C=NC2=CC(=CC=C21)C(=O)O,-31.36
O=C(O)CN1C(=O)NC=2C=CC=CC21,-20.85
COC=1C=CC=2CCNC(=O)CC2C1,-30.9
O=C(O)CC1CCCCO1,-8.52
CNCC1=NC=C(O1)C2CC2,-19.75
O=C(NC=1C=CC(F)=CC1)NC2CCNC2,-36.22
FC=1C=CC=C(C1)NC2CCOCC2,-37.15
OCCNC1CCOCC1,-33.44
NCC1(CCOCC1)N2CCCC2,-33.68
CN(C)C1(CN)CCOCC1,-28.48
O=C(O)CC1CCOCC1,-12.36
NCCCN1N=C2CCCCN2C1=O,-30.8
C1=CC=2OCCOC2C(=C1)C3CCCN3,-39.65
CC=1C=C(CO)OC1C(=O)O,-16.75
CC1CCN(CCN)CC1,-36.51
NC1=NN=C(CC=2C=CC(F)=CC2)S1,-34.99
NC1=NN=C(CC2=CC=CC(F)=C2)S1,-33.21
NC1=NN=C(CC2=CC=CC=C2F)S1,-38.73
FC(F)(F)C1=CN=C(N1)C2CCCNC2,-32.39
NC1=CC=NN1CC2CC2,-19.3
N#CC=1C=CC(=C(F)C1)N2CCNCC2,-31.31
CCOC=1C=CC(C#N)=CC1F,-31.09
CN1C(N)=NC2=CC(F)=CC=C21,-25.3
C1=CNC(=N1)C2CC=3C=CC=CC3CN2,-42.12
O=C(O)CC1CCCOC1,-18.28
CCC1=C(N)NN=C1C(F)(F)F,-23.54
CN1N=CC=C1[C@H]2C[C@H]3CC[C@@H](C2)N3,-33.62
CC(O)C1=CC=C2OCCC2=C1,-33.98
O=C1CC2(CC=3C=CC=CC3C2)C(=O)N1,-32.39
OC1(CCCC1)C=2C=CC=CC2,-40.06
CC1(O)CCC=2C=CC=CC21,-33.72
COC=1C=CC=CC1C(C)(C)O,-35.45
CCOC=1C=CC(=CN1)C(N)=O,-9.3
NCC=1C=CC(=CN1)N2C=CN=C2,-28.59
NS(=O)(=O)C=1C=CC=C(F)C1,-24.96
NS(=O)(=O)C=1C=CC=C(C1)C(F)(F)F,-28.45
NS(=O)(=O)C=1C=CC=CC1C(F)(F)F,-24.28
NS(=O)(=O)C=1C=CC=CC1F,-22.54
NS(=O)(=O)C=1C=CC(=CC1)C(F)(F)F,-27.22
O=S(=O)(NC1CC1)C=2C=CC(F)=CC2,-28.69
COC1CNC=2C=CC=CC2C1,-33.26
NC(=O)C=1C=CC=CC1N2CCC(N)CC2,-36.23
NC1CCCN(C2=CC=CN=C2)C1=O,-37.67
CC1=CC(C)=NN1C2CCS(=O)(=O)C2,-32.46
NCC1CCOC2(CCOC2)C1,-26.02
CC(O)CC=1C=CC=C(F)C1,-30.24
COC=1C=CC=C(C1)C(O)C2CC2,-37.89
CNC(C=1C=CC=C(F)C1)C=2C=CC=CN2,-36.37
CNC1CCN(CC=2C=CN=CC2)CC1,-33.54
NC(=O)C1CC(=O)N(C1)C=2C=CC=CC2F,-37.0
CC=1C=CC=CC1CC(N)=O,-24.25
CNC=1N=CC(=CC1Cl)C(F)(F)F,-25.33
COC=1C=CC=C2C=CC=NC12,-29.55
N#CC=1C=CC=CC1CN2CCCC2,-35.44
CC=1C=C(N)N(N1)C=2C=CC(F)=CC2,-35.28
CC1=NC=2C=CC=CC2N1,-21.54
C=1C=CC=2NC(=NC2C1)C3CC3,-23.86
O=C1CNC=2C=CC=C(F)C2N1,-29.64
CC=1C=C2N=CNC2=CC1C,-25.41
NC1=CC=NN1C2CCCCC2,-27.58
NCC1CN(CC=2C=CC=CC2)CCO1,-36.95
NCC(C=1C=CC(F)=CC1)N2CCOCC2,-33.21
NC1=CC=NN1C2CCCC2,-23.68
CN(C)CC1CCCCC1O,-36.76
CNC1=NC=2C=CC=CC2N1,-21.93
NC1=NN=C(S1)C(F)(F)F,-20.66
CC1=NC=2C=CC(=CC2S1)CO,-34.44
O=C1NC=2C=CC(F)=CC2C1=O,-24.65
O=C(O)C1=CC=2C=CC=CC2O1,-13.51
CC=1C=C(N)C=2C=CC=CC2N1,-24.69
NC1=NN=C(N1)C(F)(F)F,-21.93
O=C(O)C1CC(=O)N(CC=2C=CC=CC2)C1,-20.65
NC(=O)CC1=NC2=CC=CC=C2N1,-26.56
O=S(=O)(C=1C=CC=CC1)N2CCNCC2,-34.19
CC1=NNC(=O)C2=CC=CC=C12,-29.66
CN1C(=NC=2C=CC=CC21)NCCO,-34.28
COC1=CC=2N=C(C)SC2C=C1OC,-35.7
NC(=O)N1CCCC1C(=O)O,-10.74
CN1C(=O)CC=2C=CC=CC21,-27.62
O=C1C=CC(=CN1)C(F)(F)F,-20.35
O=C1CC=2C=CC(Cl)=CC2N1,-27.61
O=C(O)C1CC(=O)N(CC2=CC=CO2)C1,-22.33
COC=1C=CC(=CC1)C(=O)O,-14.86
CC1=NOC(C)=C1C(=O)O,-9.08
O=S(=O)(C=1C=CC(F)=CC1)N2CCNCC2,-31.49
O=S(=O)(C=1C=CC=C(F)C1)N2CCNCC2,-33.13
CCC=1ON=C(C)C1C(=O)O,-14.88
C=1C=C2OCCOC2=CC1C3CCCN3,-41.13
CC1=CC=C(CN2N=CC=C2N)O1,-27.34
COC=1C=CC(=CC1)C2CNC(=O)C2,-34.75
CN1C(=O)NC=2C=CC=CC21,-28.09
CC(O)C1=NC=2C=CC=CC2N1C,-32.15
COC=1C=C2CCNC(C)C2=CC1OC,-37.75
CN1N=C(N=C1N)C=2C=CC=CC2,-36.35
CN1CC(CC1=O)C(=O)O,-9.33
O=C(O)C1CC(=O)N(C1)C=2C=CC=CC2,-27.73
NC=1CCN(N1)C=2C=CC=CC2,-31.2
O=C1NC=NC2=CC(Cl)=CC=C12,-30.68
CC1=NNC(C)=C1CC(=O)O,-12.48
NS(=O)(=O)C=1C=CC=2NC(=O)CC2C1,-27.45
N#CC=1C=CC(=CC1)N2CCCC2,-29.14
O=C(CN1CCNCC1)NC=2C=CC=CC2,-36.64
CC1=CC(C)=NC=2SN=C(N)C12,-28.37
CC=1C=C2NC(=O)CCN2N1,-25.0
O=C(O)CN1CCCC1=O,-14.99
COCC=1C=CC(=CC1)C(=O)O,-16.3
CC=1C=CC(=CC1F)C(=O)N2CCNCC2,-39.8
CC(C)CN1C=CN=C1N,-24.2
C1CN(CCN1)C2CCOCC2,-34.76
NC1CCN(CCC=2C=CN=CC2)CC1,-38.78
NC=1C=CN(CCC=2C=CN=CC2)N1,-33.04
CC1=NN(C)C=C1C(C)N,-24.81
CC=1C=CC=C(N1)NC2CCNCC2,-30.01
CC=1C=NN(C1)C2=C(N)C(C)=NN2C,-31.8
CC=1C=NN(C1)CC(=O)O,-16.54
CC=1C=NN(C1)CC(C)N,-25.63
CC(O)CN1CCOC(C)C1,-38.68
CC1=NC=CN1CC(C)O,-29.75
CN1CCC(O)(CC1)C=2C=CC=CC2,-35.47
CC=1C=CC=C(F)C1CN,-22.08
NC=1N=CN(N1)C2CCCCC2,-25.17
O=S(=O)(C=1C=NNC1)N2CCCCC2,-28.5
CC1=NN=C(O1)C2CC3=CC=CC=C3CN2,-41.41
NC=1C=CN(CC(F)F)N1,-19.38
NCC1CCCN1CC(F)F,-23.54
CNC1=CC=2C=CC=CC2C(=O)N1,-29.85
CC(O)C1=CN=C2C=CC=CC2=C1,-34.4
CC1=CC(C)=NN1CCO,-28.69
CC1=CN2C=CC=NC2=N1,-21.36
CCCC1=NC2=CC=C(F)C=C2C(=O)N1,-31.45
CC1=NC(C)=C(S1)C(C)N,-29.27
CC1=CC(C)=NN1CCN2CCOCC2,-35.84
CCC1=NC=C(CNC)S1,-28.1
O=C(NC=1C=CC=CC1CO)C2CC2,-36.94
O=C(C=1C=CC=CC1)N2CCCC(O)C2,-36.26
C1=CNC(=N1)C=2C=CN=CC2,-31.77
C1CCC(C1)NC2CCNCC2,-36.99
FC=1C=CC=CC1NC2CCNCC2,-35.83
NC1=NC=C(S1)C2=CC=CN=C2,-37.93
CC(N)C=1C=CC(=CC1)C=2C=CC=NC2,-42.81
CC1=NN(C)C(C)=C1CN2CCNCC2,-38.78
COC=1C=CC=C(C1)C(C)N2CCNCC2,-40.74
CC=1C=CC=C(C1)C(CO)N2CCNCC2,-38.16
CNC1(CO)CCOCC1,-30.13
CNC(=O)C1=CC2=CC=CC=C2N1C,-29.55
CNC(C)C=1C=CC=C(C1)C=2C=CN=CC2,-44.96
COC=1C=CC(=CC1Cl)C(C)O,-36.93
CC=1SC(=CC1N)C(N)=O,-24.53
COC=1C=NC=CC1C(C)N,-28.57
CC(=O)N1CCOC=2C=CC=CC2C1,-29.75
OC1CCN(CC1)C=2C=CC(Cl)=CN2,-31.53
CC1=CNC(=O)N1C=2C=CC=CC2F,-17.44
CNC(C)C=1SC(C)=NC1C,-35.26
N[C@@H]1C=2C=CC=CC2C[C@@H]1O,-26.93
O=C(O)C1(O)CC2=CC=CC=C2C1,-9.08
O=C(O)C1(O)CCC=2C=CC=CC2C1,-27.78
O=C(O)C1CCCCCC1,-1.04
O=C(O)C(C1CC1)C2CC2,-12.57
O=C(O)C1CCC2=CC=CC=C21,-14.99
CC(C)C=1C=C(O)N=CN1,-23.37
OCC=1C=CC=NC1N2CCCC2,-36.4
OCC=1C=CC=NC1N2C=CC=N2,-29.78
COC=1N=CC=CC1CO,-23.63
COC=1N=C(C)C=C(C)C1CO,-26.94
COC=1C=CC(=CN1)CO,-27.99
CC1=NN(C=C1C(=O)O)C(C)C,-14.99
CC(C)N1N=CC=2C(=O)NC=NC21,-26.59
CCN1N=C(CC1=O)C(F)(F)F,-24.15
CCN1C=C(C(=O)O)C(=N1)C(C)C,-20.85
CC1=C(C=NN1C2CCCC2)C(=O)O,-11.12
CCC(C)N1N=CC(C(=O)O)=C1C,-18.44
CCN1C=C(C=N1)CNC,-18.42
CCC1=NC(C)=C(S1)C(C)NC,-30.86
CC1=CNC(=O)N1C=2C=CC(C)=CC2,-32.17
NC1CCC=2C(F)=CC=CC21,-24.93
CCNC=1C=CC(C)=NN1,-28.36
FC=1C=CC(=NC1)NC2CCOCC2,-33.27
NC=1C=CN(CC2CCOC2)N1,-24.45
CC=1C=CC=C(C1)C(C)CN,-30.06
CC(C)C1=NNC(=N1)C(F)F,-27.17
CC1=NOC(C)=C1CCN,-13.61
CC(N)C1=NC(=CS1)C(F)(F)F,-24.6
CC=1N=C(C)N(N1)C2CCCNC2,-33.4
C1=CN(N=C1)C2CNC3=CC=CC=C3C2,-35.96
C1=NC=2C=CC=CC2N1C3CCCNC3,-33.9
O=C1NC(=NC=2CCCC12)C3CC3,-28.58
OC1CCC=2C=CC(F)=CC21,-35.6
NS(=O)(=O)C=1C=NN(C1)CC=2C=CC=CC2,-34.13
CC1=NC=C(CN2CCNCC2)S1,-33.3
COC=1C=C(F)C=CC1N2CCNCC2,-32.53
CC(N)C=1C=NC=C(F)C1,-25.12
NC1CCN(C1=O)C=2C=CC(F)=CC2,-27.48
NC1CCN(C1=O)C=2C=CC=CC2F,-27.37
NC1CCN(CC=2C=CC(F)=CC2)C1=O,-32.25
CNC1CCN(C1=O)C2=CC=CC=C2Cl,-36.64
CC(C=1C=CC(F)=CC1)N2CCC(N)C2=O,-47.21
CC1=CC(=NN1C2=CC=CC(F)=C2)C(=O)O,-20.27
NC1=CC=NN1C2=CC=CC(F)=C2,-29.24
N#CC1(CC1)C=2C=CC=CC2F,-28.4
NC=1ON=CC1C2=CC=CC=C2F,-27.63
COCC1=NC(=CS1)CN,-31.55
C(OC1CCNCC1)C2CCOC2,-34.67
CC(=O)NC1CC1C=2C=CC=CC2,-36.22
NC1=NN=C(CC2CC2)O1,-23.37
NC1=CC(CC2CC2)=NN1,-24.9
CN1N=C(C=C1N)CC2CC2,-24.72
CCN1CCC(CCN)CC1,-27.77
CN1CCC(CCN)CC1,-19.74
FC(F)(F)C=1C=CN(N1)C2CCNCC2,-28.41
CC(C)C=1OC=NC1C(=O)O,-18.22
CCC=1OC=NC1C(=O)O,-11.17
O=C(O)C=1N=COC1C2CC2,-14.55
O=C(O)C=1C=CC=C(C1)N2CCCNC2=O,-28.0
C=1C=CC(=CC1)CNC2CCCNC2,-40.78
OC1(CCOCC1)C(F)(F)F,-26.53
NC1=CC=NN1CC=2C=CC(Cl)=C(F)C2,-36.82
CC1=CC(C)=CC(=C1)C(O)CN,-34.49
N#CC1=CC=C(NC1=O)C(F)(F)F,-10.27
FC=1C=NC=C(C1)N2CCCNCC2,-31.9
FC(F)OC=1C=CC=C(C1)N2CCNCC2,-37.22
CN1C=C(C=N1)N2CCCC(N)C2,-31.03
CNCC1=CC=C(OC)C(Cl)=C1,-36.51
CC=1N=C(C)N(CC2CCCCN2)N1,-36.36
CC1=NC=CN1CC2CCCN2,-31.27
CC=1C=NN(C1)CC2CCNCC2,-28.02
NC(=O)C1NCCC=2C=CC=CC21,-29.25
CC1=NC(C)=C(S1)C(C)O,-33.78
CNC(=O)C1=CN=C(C)S1,-28.63
CN(C)C=1C=C(N)C=CN1,-20.87
NC(=O)CN1C=CC(=O)C=2C=CC=CC21,-34.18
O=C(C=1C=CC=CC1F)N2CCC(O)CC2,-30.61
CC=1C=C(N)N(CC=2C=CC=CN2)N1,-40.96
CC=1C=C(N)N(N1)C2CCOCC2,-31.88
NS(=O)(=O)C=1C=CC(Cl)=CN1,-24.86
NS(=O)(=O)C=1C=CC(=CN1)C(F)(F)F,-27.26
CN(C)CC1CNCCO1,-31.94
OC1CCOCC1OCC=2C=CC=CC2,-44.48
OC1CCOCC1OCC2CC2,-36.9
CC1=NC=2C=CC=NC2N1,-22.06
NCC=1C=CC(=CC1)CN2CCCC2=O,-41.12
NC=1C=CC=C(N1)C(F)(F)F,-19.04
CC(N)C=1C=CC=C(C1)N2CCCC2=O,-38.78
O=C(O)C=1C=CC=CC1NC(=O)C2CC2,-28.84
O=C(O)C1CCCN1C(=O)C2=CC=CS2,-18.78
O=C1CCC=2C=CC=CC2N1,-32.38
CC1=NOC(C)=C1CC(=O)O,-16.0
CC(C=1C=CN=CC1)N2N=CC=C2N,-35.25
CC1=NN(C(C)=C1CO)C=2C=CC=CC2,-42.49
CC=1N=C(N)N=C2CCCCC12,-28.74
CCS(=O)C=1C=CC=CC1C(=O)O,-20.99
CCC1=NOC(C)=C1C(=O)O,-10.54
CC(C)CN1N=CC=C1N,-23.08
CC(O)C1=NC=2C=CC=CC2N1C(F)F,-33.66
O=C1CC(=NC=2C=CC=CC2N1)C(F)(F)F,-35.97
CC(N)C=1C=CC(=CC1)N2C=NC=N2,-38.12
CN(C)C=1N=CC=CC1C#N,-25.35
NCCOC=1C=CC(F)=CC1,-30.49
CN1C=C(C=N1)C=2C=CC(=O)NN2,-30.05
NCC1CCN(CC1)C2CCOCC2,-33.06
CC=1N=C(CN2CCC(CN)CC2)OC1C,-23.51
NCC1CCCCN1CCO,-36.34
CCC1=NC(C)=C(S1)C(C)O,-32.41
COC=1C=CC(=CC1F)C(N)=O,-31.11
CC1CCNC(C1)C2=CC=CO2,-37.56
O=S1(=O)CCC(C1)NC2CCCC2,-31.46
CC=1C=CN2C=C(N=C2C1)C(=O)O,-23.9
OCC=1C=C(Cl)C=2OCCCOC2C1,-38.87
NS(=O)(=O)C=1C=CC=2NC(=O)CCC2C1,-30.43
CC(C1CC1)N2N=CC=C2N,-16.86
NCC=1C=CC=CC1CN2CCOCC2,-32.38
NC(=O)N1CCC(CC1)C(=O)O,-14.06
CC1=NN(CCO)C(N)=C1C,-30.94
CC1CCC(CC1)NCC2CCCO2,-37.77
C(NC1CCCC1)C2CCCO2,-35.32
O=C1CC2CCC(CN1)N2,-25.09
NC[C@]12C[C@H]1CCN2CC=3C=CC=CC3,-39.27
OCC1CCN(CC(F)F)CC1,-27.61
CC(C)C=1N=CC(Cl)=C(N1)C(N)=O,-33.11
FC=1C=CC=C(C1)C=2N=NNN2,-9.09
O=C(O)[C@H]1C[C@H](C1)OC(F)F,-11.58
NC1CCN(CC(F)F)C1,-17.48
NC(=O)C=1C=CC=CC1N2CCC(N)C2,-32.9
NC(=O)C1CCC(O)CC1,-27.06
O=C1C=C2CCCC2=NN1,-24.19
NC1=NC(=CO1)C2=CC=CC=C2F,-32.57
NC1=NC(=CO1)C(F)(F)F,-18.68
C=1C=CC(=NC1)C2CCNC2,-25.99
CNC(C)C=1C=CC(=CC1)N2C=NC=N2,-39.23
COC=1C=CC(=CC1F)CC(=O)O,-21.16
CCOC=1C=CC(=CC1)C2CCCN2,-43.47
CC1=CC(C)=NN1C=2C=CC(=CC2)CO,-39.58
O=C(O)C1(CC1)C(=O)N2CCCC2,-10.22
O=C(O)C1(CC1)C(=O)NC=2C=CC=CC2,-19.31
O=C(O)C1(CCC1)C(=O)NC2CC2,-10.48
O=C(O)C1(CC1)C(=O)NC2CC2,-16.83
CC1=NC=2CCCC(O)C2S1,-31.99
NCC=1C=CN=C(C1)NC2CC2,-30.9
C=1C=CC=2OCCCNC2C1,-29.96
COC=1C=CC(C)=NC1N,-20.57
COC1(CN)CCC(C)CC1,-20.73
O[C@@H]1CCOC2=C(F)C=CC=C21,-35.46
O[C@H]1CCC=2C=C(Cl)C=CC21,-29.87
O[C@@H]1CCC=2C=C(F)C=CC21,-33.48
O=C(O)CN1N=CC=2C=CC=CC21,-18.21
CC=1C=C(C=CC1N2C=CC=N2)C(=O)O,-23.15
CC=1C=C(C=CC1N2CCOCC2)CO,-37.45
CC=1C=C(C=CC1C(=O)O)N2C=CN=C2,-32.71
CC=1C=C(F)C=CC1CO,-27.23
CC(C)NC1=NC=CN1C,-24.2
NC=1C=CC(=CN1)CN2C=CN=C2,-30.01
CC=1C=C(N)N=C(N1)C=2C=CC=CC2,-39.98
CCC=1C=C(N)N=C(C)N1,-25.7
NC=1N=CN=C2CCCCC12,-25.76
NC=1C=CN=C(N1)C2CCCC2,-32.55
NC=1C=CN=C(CC=2C=CC=CC2)N1,-33.01
OCC=1C=CC(=CC1)N2C=CC=N2,-36.91
NCC1COC=2C=CC=CC2C1,-22.05
NC(=O)C1CN(CC=2C=CC=CC2)CCO1,-38.07
O=C(O)C=1C=CC=CC1OC2CCC2,-17.39
NC(=O)CN1C=NC(=C1N)C=2C=CC=CC2,-39.28
COC=1C=CC=C(CO)N1,-27.42
CCC1=NC(=CO1)C(=O)O,-1.63
O=C(O)C1=COC(=N1)C2CCCCC2,-27.32
O=C(O)C1=COC(=N1)C2CCC2,-11.32
CC1=NC(C(=O)O)=C(C)O1,-18.62
CC=1OC(=NC1C(=O)O)C2CC2,-3.25
CC1=NN(C=C1CN)C=2C=CC(F)=CC2,-32.66
NS(=O)(=O)C1=NC2=CC=CC=C2N1,-21.75
CN1N=C(C=C1C2CC2)C(=O)O,-23.52
C=1C=CC(=CC1)NC2CCNC2,-38.64
CC=1OC(=CC1CO)C(=O)O,-22.92
CNCC=1C=CC=C(N1)OC,-27.68
COC=1C=C(C)C=CC1C#N,-26.57
CCC(C)C=1C=C(ON1)C(=O)O,-2.04
O=C(O)C1=CC(=NO1)C2CCCC2,-24.93
CC(C)C=1C=C(ON1)C(=O)O,-11.34
CCC(C)C=1N=CC(N)=CN1,-29.56
O=C(O)C1=CC(=NO1)C2CC2,-5.04
O=C(O)C1=CNC=C1C2CC2,-10.09
C1CC(CN1)C2CCOC2,-22.78
COCC1=CC(=O)C2=CC(F)=CC=C2N1,-33.08
CC1=NOC(C)=C1COC2CCNC2,-23.64
ClC=1C=NN(C1)C2CCNC2,-28.43
ClC=1C=CC(=NC1)OC2CCCNC2,-36.75
C(C1CCNC1)N2CCOCC2,-27.63
CC=1C=C(F)C=CC1C2NCCNC2=O,-35.19
O=C1NCCNC1C=2C=CC=CC2F,-34.07
CC(C)C1NCCNC1=O,-25.95
OCC1=CN2C=C(Cl)C=C(Cl)C2=N1,-32.77
C1CC2(CN1)CCOCC2,-25.94
CC=1ON=C2C(=O)NN=C(C)C12,-27.53
OC1CCCC(C1)C(F)(F)F,-31.95
O=C1NC=2C=C(F)C=CC2O1,-18.79
C1=CSC(=N1)C2CCCCN2,-33.38
CN1C(N)=NC2=CC=C(F)C=C21,-26.89
CCC1=NC(=NO1)C2CCCN2,-32.2
CC(C)C1=NC(=NO1)C2CCCN2,-35.4
O=C(O)C1CC21CCCC2,-15.23
C(C1CCOCC1)N2CCNCC2,-34.08
OCCC1=CN(N=N1)C2=CC=CC=C2F,-33.69
O=C(O)CC=1C=NC=2C=CC=CC2C1,-25.97
CC1=CSC(=N1)C2CNCCO2,-30.83
CN1N=CC=C1C2CCNCC2,-17.49
C1CCC(NC1)C2=NN=C3CCCCN23,-36.01
CC=1N=C(C)C(F)=C(N1)N2CCSCC2,-32.33
CCC1=NC=2C=CC=CC2N1CCN,-29.05
CC=1N=C2CNCCN2C1C,-28.11
CC(C=1C=CC=C(F)C1)N2CCN3C=CN=C3C2,-37.2
CN1C=NC=2C=NC=CC21,-24.87
NC1=NC(CC=2C=CC(F)=CC2)=NO1,-31.64
NC1=NC(=NO1)C2=CC=CC(F)=C2,-37.37
C1=CC(CN2CCNCC2)=NO1,-28.24
O=C(O)C1CCCN2C=CN=C12,-24.05
CC(N)C=1C=CC(=CC1)C=2C=NC=NC2,-39.34
C1CCC2(C1)COCCN2,-30.27
C1CCC2(CC1)COCCN2,-28.63
NC=1C=CC2=NN=C(C3CC3)N2C1,-22.33
C1CCC=2SC(=NC2C1)C3CCCNC3,-43.83
FC(F)(F)C1=CSC(=N1)C2CCCNC2,-32.08
FC(F)(F)C1=CSC(=N1)C2CCNCC2,-30.34
CNCCC1CCOCC1,-28.59
CC(C)CC1=NN=C2CNCCN12,-30.77
C=1C=CC(=CC1)CC2=NN=C3CNCCN23,-38.86
FC(F)C1=NN=C2CNCCN12,-25.06
CC1NCCN2C(=NN=C12)C3CCCC3,-38.07
CC1(CCOCC1)C(=O)O,-0.62
CNC1=NC(=NO1)C=2C=CC=CC2,-31.72
CC(C)C1CCCCC1O,-33.4
OC1CCCCC1C=2C=NC=NC2,-38.71
CCN1C=C(C=N1)CCO,-8.0
NC(CC1CCOCC1)C=2C=CC=CC2,-36.45
CC1=CN=C(S1)C2CCCCN2,-37.3
CC1=CN=C(S1)C2CCNCC2,-21.3
CCOC=1C(F)=CC=CC1C(=O)O,-21.0
CC=1N=C(C=CC1C(=O)O)C2=CC=CO2,-33.75
CC1CNCCN1CCO,-32.11
COCCN1CCNCC1C,-31.09
CC1=CC(N)=NN1C=2C=CC(F)=CC2,-29.65
CC1=CN(N=C1N)C(C)C,-24.88
CC(C)CN1C=NN=C1C2CCCN2,-37.73
CC(C)C1CCC(N)CC1,-21.98
NC1=NN=C(N1)C=2C=CC(F)=CC2,-32.05
CC(C)C=1N=C(N)N(C)N1,-23.63
CN1N=C(N=C1N)C2=CC=CS2,-35.74
FC=1C=CC=NC1OC2CCCNC2,-31.12
