mol_id,canonical_smiles,mmgbsa_kcal_mol
1469,NC1CCCc2c1cnn2CCO,-28.97
1470,Cc1cc(C2CCCN2)on1,-26.47
1471,C1CC2(CCN1)CCOCC2,-25.89
1472,COCc1n[nH]c(N)c1-c1ccccc1,-36.33
1473,NCC1(O)CCCCCC1,-34.69
1474,Cc1ncsc1C(=O)Nc1ccccn1,-36.52
1475,O=c1[nH]c2ccccc2c(=O)n1CCO,-31.36
1476,CCC1CCNC(=O)CC1,-22.2
1477,O=C1CCC(c2ccccc2)CCN1,-30.14
1478,O=C1Cc2cc(C(=O)O)c(Cl)cc2N1,-19.85
1479,O=C(c1cc(Cl)ccc1F)N1CCNCC1,-36.7
1480,CCC(N)c1nnc2n1CCCCC2,-37.64
1481,CC1C(=O)Nc2ccccc21,-29.17
1482,CNC(c1ccc(F)cc1)c1cccnc1,-31.03
1483,CNC(C)c1cnn(C)c1,-26.57
1484,CNC(c1cccc(F)c1)c1cnn(C)c1,-42.16
1485,CCN1CCC(C(C)O)CC1,-35.02
1486,CC(O)c1c(F)cccc1-n1cccn1,-31.27
1487,CC1CN(CCO)CCO1,-32.62
1488,OCCN1CCc2ccccc2C1,-39.46
1489,O=C1CCCCCN1CCO,-27.41
1490,O=C1CCCCN1CCO,-22.59
1491,O=C1CCc2cc(OCCO)ccc2N1,-33.69
1492,CS(=O)(=O)c1cccnc1,-22.75
1493,Nc1nc2cnccc2s1,-24.45
1494,O=C(O)c1ccc(F)cn1,-9.62
1495,Cc1nnc(N)c2ccccc12,-29.11
1496,c1cc2sccc2c(N2CCNCC2)n1,-35.51
1497,NC1CS(=O)(=O)c2ccccc21,-24.43
1498,NCC1CS(=O)(=O)c2ccccc21,-27.36
1499,NS(=O)(=O)c1cccc2c1CCNC2,-32.68
1500,O=C(O)C1CC=CCC1C(=O)NC1CC1,-36.28
1501,Cc1nn(-c2ccccc2F)c(C)c1N,-31.04
1502,Fc1ccccc1CNc1cn[nH]c1,-36.1
1503,O=S(=O)(Nc1cn[nH]c1)c1ccccc1F,-32.56
1504,O=S(=O)(Cc1ccccc1)Nc1cn[nH]c1,-34.94
1505,CC1COCCN1CCN,-17.04
1506,CC1COCCN1C1CCNCC1,-28.14
1507,O=C1CC(c2ccccc2)NCCN1,-34.36
1508,COc1c(N)c(C)nn1C,-23.71
1509,CC(C)Cc1nsc(N)n1,-30.33
1510,NC(=O)c1cccc(CO)c1,-22.37
1511,OCc1ccc2ncccc2c1,-30.01
1512,OCc1noc(-c2ccc(F)cc2)n1,-32.1
1513,OCc1nc(-c2ccc(F)cc2)no1,-33.4
1514,NC(=O)c1ccccc1CO,-27.21
1515,CC(C)n1cnc2cc(C(=O)O)ccc21,-31.36
1516,O=C(O)Cn1c(=O)[nH]c2ccccc21,-20.85
1517,COc1ccc2c(c1)CC(=O)NCC2,-30.9
1518,O=C(O)CC1CCCCO1,-8.52
1519,CNCc1ncc(C2CC2)o1,-19.75
1520,O=C(Nc1ccc(F)cc1)NC1CCNC1,-36.22
1521,Fc1cccc(NC2CCOCC2)c1,-37.15
1522,OCCNC1CCOCC1,-33.44
1523,NCC1(N2CCCC2)CCOCC1,-33.68
1524,CN(C)C1(CN)CCOCC1,-28.48
1525,O=C(O)CC1CCOCC1,-12.36
1526,NCCCn1nc2n(c1=O)CCCC2,-30.8
1527,c1cc2c(c(C3CCCN3)c1)OCCO2,-39.65
1528,Cc1cc(CO)oc1C(=O)O,-16.75
1529,CC1CCN(CCN)CC1,-36.51
1530,Nc1nnc(Cc2ccc(F)cc2)s1,-34.99
1531,Nc1nnc(Cc2cccc(F)c2)s1,-33.21
1532,Nc1nnc(Cc2ccccc2F)s1,-38.73
1533,FC(F)(F)c1cnc(C2CCCNC2)[nH]1,-32.39
1534,Nc1ccnn1CC1CC1,-19.3
1535,N#Cc1ccc(N2CCNCC2)c(F)c1,-31.31
1536,CCOc1ccc(C#N)cc1F,-31.09
1537,Cn1c(N)nc2cc(F)ccc21,-25.3
1538,c1ccc2c(c1)CNC(c1ncc[nH]1)C2,-42.12
1539,O=C(O)CC1CCCOC1,-18.28
1540,CCc1c(C(F)(F)F)n[nH]c1N,-23.54
1541,Cn1nccc1[C@H]1C[C@H]2CC[C@@H](C1)N2,-33.62
1542,CC(O)c1ccc2c(c1)CCO2,-33.98
1543,O=C1CC2(Cc3ccccc3C2)C(=O)N1,-32.39
1544,OC1(c2ccccc2)CCCC1,-40.06
1545,CC1(O)CCc2ccccc21,-33.72
1546,COc1ccccc1C(C)(C)O,-35.45
1547,CCOc1ccc(C(N)=O)cn1,-9.3
1548,NCc1ccc(-n2ccnc2)cn1,-28.59
1549,NS(=O)(=O)c1cccc(F)c1,-24.96
1550,NS(=O)(=O)c1cccc(C(F)(F)F)c1,-28.45
1551,NS(=O)(=O)c1ccccc1C(F)(F)F,-24.28
1552,NS(=O)(=O)c1ccccc1F,-22.54
1553,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,-27.22
1554,O=S(=O)(NC1CC1)c1ccc(F)cc1,-28.69
1555,COC1CNc2ccccc2C1,-33.26
1556,NC(=O)c1ccccc1N1CCC(N)CC1,-36.23
1557,NC1CCCN(c2cccnc2)C1=O,-37.67
1558,Cc1cc(C)n(C2CCS(=O)(=O)C2)n1,-32.46
1559,NCC1CCOC2(CCOC2)C1,-26.02
1560,CC(O)Cc1cccc(F)c1,-30.24
1561,COc1cccc(C(O)C2CC2)c1,-37.89
1562,CNC(c1cccc(F)c1)c1ccccn1,-36.37
1563,CNC1CCN(Cc2ccncc2)CC1,-33.54
1564,NC(=O)C1CC(=O)N(c2ccccc2F)C1,-37.0
1565,Cc1ccccc1CC(N)=O,-24.25
1566,CNc1ncc(C(F)(F)F)cc1Cl,-25.33
1567,COc1cccc2cccnc12,-29.55
1568,N#Cc1ccccc1CN1CCCC1,-35.44
1569,Cc1cc(N)n(-c2ccc(F)cc2)n1,-35.28
1570,Cc1nc2ccccc2[nH]1,-21.54
1571,c1ccc2[nH]c(C3CC3)nc2c1,-23.86
1572,O=C1CNc2cccc(F)c2N1,-29.64
1573,Cc1cc2nc[nH]c2cc1C,-25.41
1574,Nc1ccnn1C1CCCCC1,-27.58
1575,NCC1CN(Cc2ccccc2)CCO1,-36.95
1576,NCC(c1ccc(F)cc1)N1CCOCC1,-33.21
1577,Nc1ccnn1C1CCCC1,-23.68
1578,CN(C)CC1CCCCC1O,-36.76
1579,CNc1nc2ccccc2[nH]1,-21.93
1580,Nc1nnc(C(F)(F)F)s1,-20.66
1581,Cc1nc2ccc(CO)cc2s1,-34.44
1582,O=C1Nc2ccc(F)cc2C1=O,-24.65
1583,O=C(O)c1cc2ccccc2o1,-13.51
1584,Cc1cc(N)c2ccccc2n1,-24.69
1585,Nc1nnc(C(F)(F)F)[nH]1,-21.93
1586,O=C(O)C1CC(=O)N(Cc2ccccc2)C1,-20.65
1587,NC(=O)Cc1nc2ccccc2[nH]1,-26.56
1588,O=S(=O)(c1ccccc1)N1CCNCC1,-34.19
1589,Cc1n[nH]c(=O)c2ccccc12,-29.66
1590,Cn1c(NCCO)nc2ccccc21,-34.28
1591,COc1cc2nc(C)sc2cc1OC,-35.7
1592,NC(=O)N1CCCC1C(=O)O,-10.74
1593,CN1C(=O)Cc2ccccc21,-27.62
1594,O=c1ccc(C(F)(F)F)c[nH]1,-20.35
1595,O=C1Cc2ccc(Cl)cc2N1,-27.61
1596,O=C(O)C1CC(=O)N(Cc2ccco2)C1,-22.33
1597,COc1ccc(C(=O)O)cc1,-14.86
1598,Cc1noc(C)c1C(=O)O,-9.08
1599,O=S(=O)(c1ccc(F)cc1)N1CCNCC1,-31.49
1600,O=S(=O)(c1cccc(F)c1)N1CCNCC1,-33.13
1601,CCc1onc(C)c1C(=O)O,-14.88
1602,c1cc2c(cc1C1CCCN1)OCCO2,-41.13
1603,Cc1ccc(Cn2nccc2N)o1,-27.34
1604,COc1ccc(C2CNC(=O)C2)cc1,-34.75
1605,Cn1c(=O)[nH]c2ccccc21,-28.09
1606,CC(O)c1nc2ccccc2n1C,-32.15
1607,COc1cc2c(cc1OC)C(C)NCC2,-37.75
1608,Cn1nc(-c2ccccc2)nc1N,-36.35
1609,CN1CC(C(=O)O)CC1=O,-9.33
1610,O=C(O)C1CC(=O)N(c2ccccc2)C1,-27.73
1611,NC1=NN(c2ccccc2)CC1,-31.2
1612,O=c1[nH]cnc2cc(Cl)ccc12,-30.68
1613,Cc1n[nH]c(C)c1CC(=O)O,-12.48
1614,NS(=O)(=O)c1ccc2c(c1)CC(=O)N2,-27.45
1615,N#Cc1ccc(N2CCCC2)cc1,-29.14
1616,O=C(CN1CCNCC1)Nc1ccccc1,-36.64
1617,Cc1cc(C)c2c(N)nsc2n1,-28.37
1618,Cc1cc2n(n1)CCC(=O)N2,-25.0
1619,O=C(O)CN1CCCC1=O,-14.99
1620,COCc1ccc(C(=O)O)cc1,-16.3
1621,Cc1ccc(C(=O)N2CCNCC2)cc1F,-39.8
1622,CC(C)Cn1ccnc1N,-24.2
1623,C1CN(C2CCOCC2)CCN1,-34.76
1624,NC1CCN(CCc2ccncc2)CC1,-38.78
1625,Nc1ccn(CCc2ccncc2)n1,-33.04
1626,Cc1nn(C)cc1C(C)N,-24.81
1627,Cc1cccc(NC2CCNCC2)n1,-30.01
1628,Cc1cnn(-c2c(N)c(C)nn2C)c1,-31.8
1629,Cc1cnn(CC(=O)O)c1,-16.54
1630,Cc1cnn(CC(C)N)c1,-25.63
1631,CC(O)CN1CCOC(C)C1,-38.68
1632,Cc1nccn1CC(C)O,-29.75
1633,CN1CCC(O)(c2ccccc2)CC1,-35.47
1634,Cc1cccc(F)c1CN,-22.08
1635,Nc1ncn(C2CCCCC2)n1,-25.17
1636,O=S(=O)(c1cn[nH]c1)N1CCCCC1,-28.5
1637,Cc1nnc(C2Cc3ccccc3CN2)o1,-41.41
1638,Nc1ccn(CC(F)F)n1,-19.38
1639,NCC1CCCN1CC(F)F,-23.54
1640,CNc1cc2ccccc2c(=O)[nH]1,-29.85
1641,CC(O)c1cnc2ccccc2c1,-34.4
1642,Cc1cc(C)n(CCO)n1,-28.69
1643,Cc1cn2cccnc2n1,-21.36
1644,CCCc1nc2ccc(F)cc2c(=O)[nH]1,-31.45
1645,Cc1nc(C)c(C(C)N)s1,-29.27
1646,Cc1cc(C)n(CCN2CCOCC2)n1,-35.84
1647,CCc1ncc(CNC)s1,-28.1
1648,O=C(Nc1ccccc1CO)C1CC1,-36.94
1649,O=C(c1ccccc1)N1CCCC(O)C1,-36.26
1650,c1cc(-c2ncc[nH]2)ccn1,-31.77
1651,C1CCC(NC2CCNCC2)C1,-36.99
1652,Fc1ccccc1NC1CCNCC1,-35.83
1653,Nc1ncc(-c2cccnc2)s1,-37.93
1654,CC(N)c1ccc(-c2cccnc2)cc1,-42.81
1655,Cc1nn(C)c(C)c1CN1CCNCC1,-38.78
1656,COc1cccc(C(C)N2CCNCC2)c1,-40.74
1657,Cc1cccc(C(CO)N2CCNCC2)c1,-38.16
1658,CNC1(CO)CCOCC1,-30.13
1659,CNC(=O)c1cc2ccccc2n1C,-29.55
1660,CNC(C)c1cccc(-c2ccncc2)c1,-44.96
1661,COc1ccc(C(C)O)cc1Cl,-36.93
1662,Cc1sc(C(N)=O)cc1N,-24.53
1663,COc1cnccc1C(C)N,-28.57
1664,CC(=O)N1CCOc2ccccc2C1,-29.75
1665,OC1CCN(c2ccc(Cl)cn2)CC1,-31.53
1666,Cc1c[nH]c(=O)n1-c1ccccc1F,-17.44
1667,CNC(C)c1sc(C)nc1C,-35.26
1668,N[C@@H]1c2ccccc2C[C@@H]1O,-26.93
1669,O=C(O)C1(O)Cc2ccccc2C1,-9.08
1670,O=C(O)C1(O)CCc2ccccc2C1,-27.78
1671,O=C(O)C1CCCCCC1,-1.04
1672,O=C(O)C(C1CC1)C1CC1,-12.57
1673,O=C(O)C1CCc2ccccc21,-14.99
1674,CC(C)c1cc(O)ncn1,-23.37
1675,OCc1cccnc1N1CCCC1,-36.4
1676,OCc1cccnc1-n1cccn1,-29.78
1677,COc1ncccc1CO,-23.63
1678,COc1nc(C)cc(C)c1CO,-26.94
1679,COc1ccc(CO)cn1,-27.99
1680,Cc1nn(C(C)C)cc1C(=O)O,-14.99
1681,CC(C)n1ncc2c(=O)[nH]cnc21,-26.59
1682,CCN1N=C(C(F)(F)F)CC1=O,-24.15
1683,CCn1cc(C(=O)O)c(C(C)C)n1,-20.85
1684,Cc1c(C(=O)O)cnn1C1CCCC1,-11.12
1685,CCC(C)n1ncc(C(=O)O)c1C,-18.44
1686,CCn1cc(CNC)cn1,-18.42
1687,CCc1nc(C)c(C(C)NC)s1,-30.86
1688,Cc1ccc(-n2c(C)c[nH]c2=O)cc1,-32.17
1689,NC1CCc2c(F)cccc21,-24.93
1690,CCNc1ccc(C)nn1,-28.36
1691,Fc1ccc(NC2CCOCC2)nc1,-33.27
1692,Nc1ccn(CC2CCOC2)n1,-24.45
1693,Cc1cccc(C(C)CN)c1,-30.06
1694,CC(C)c1n[nH]c(C(F)F)n1,-27.17
1695,Cc1noc(C)c1CCN,-13.61
1696,CC(N)c1nc(C(F)(F)F)cs1,-24.6
1697,Cc1nc(C)n(C2CCCNC2)n1,-33.4
1698,c1ccc2c(c1)CC(n1cccn1)CN2,-35.96
1699,c1ccc2c(c1)ncn2C1CCCNC1,-33.9
1700,O=c1[nH]c(C2CC2)nc2c1CCC2,-28.58
1701,OC1CCc2ccc(F)cc21,-35.6
1702,NS(=O)(=O)c1cnn(Cc2ccccc2)c1,-34.13
1703,Cc1ncc(CN2CCNCC2)s1,-33.3
1704,COc1cc(F)ccc1N1CCNCC1,-32.53
1705,CC(N)c1cncc(F)c1,-25.12
1706,NC1CCN(c2ccc(F)cc2)C1=O,-27.48
1707,NC1CCN(c2ccccc2F)C1=O,-27.37
1708,NC1CCN(Cc2ccc(F)cc2)C1=O,-32.25
1709,CNC1CCN(c2ccccc2Cl)C1=O,-36.64
1710,CC(c1ccc(F)cc1)N1CCC(N)C1=O,-47.21
1711,Cc1cc(C(=O)O)nn1-c1cccc(F)c1,-20.27
1712,Nc1ccnn1-c1cccc(F)c1,-29.24
1713,N#CC1(c2ccccc2F)CC1,-28.4
1714,Nc1oncc1-c1ccccc1F,-27.63
1715,COCc1nc(CN)cs1,-31.55
1716,C1CC(OCC2CCOC2)CCN1,-34.67
1717,CC(=O)NC1CC1c1ccccc1,-36.22
1718,Nc1nnc(CC2CC2)o1,-23.37
1719,Nc1cc(CC2CC2)n[nH]1,-24.9
1720,Cn1nc(CC2CC2)cc1N,-24.72
1721,CCN1CCC(CCN)CC1,-27.77
1722,CN1CCC(CCN)CC1,-19.74
1723,FC(F)(F)c1ccn(C2CCNCC2)n1,-28.41
1724,CC(C)c1ocnc1C(=O)O,-18.22
1725,CCc1ocnc1C(=O)O,-11.17
1726,O=C(O)c1ncoc1C1CC1,-14.55
1727,O=C(O)c1cccc(N2CCCNC2=O)c1,-28.0
1728,c1ccc(CNC2CCCNC2)cc1,-40.78
1729,OC1(C(F)(F)F)CCOCC1,-26.53
1730,Nc1ccnn1Cc1ccc(Cl)c(F)c1,-36.82
1731,Cc1cc(C)cc(C(O)CN)c1,-34.49
1732,N#Cc1ccc(C(F)(F)F)[nH]c1=O,-10.27
1733,Fc1cncc(N2CCCNCC2)c1,-31.9
1734,FC(F)Oc1cccc(N2CCNCC2)c1,-37.22
1735,Cn1cc(N2CCCC(N)C2)cn1,-31.03
1736,CNCc1ccc(OC)c(Cl)c1,-36.51
1737,Cc1nc(C)n(CC2CCCCN2)n1,-36.36
1738,Cc1nccn1CC1CCCN1,-31.27
1739,Cc1cnn(CC2CCNCC2)c1,-28.02
1740,NC(=O)C1NCCc2ccccc21,-29.25
1741,Cc1nc(C)c(C(C)O)s1,-33.78
1742,CNC(=O)c1cnc(C)s1,-28.63
1743,CN(C)c1cc(N)ccn1,-20.87
1744,NC(=O)Cn1ccc(=O)c2ccccc21,-34.18
1745,O=C(c1ccccc1F)N1CCC(O)CC1,-30.61
1746,Cc1cc(N)n(Cc2ccccn2)n1,-40.96
1747,Cc1cc(N)n(C2CCOCC2)n1,-31.88
1748,NS(=O)(=O)c1ccc(Cl)cn1,-24.86
1749,NS(=O)(=O)c1ccc(C(F)(F)F)cn1,-27.26
1750,CN(C)CC1CNCCO1,-31.94
1751,OC1CCOCC1OCc1ccccc1,-44.48
1752,OC1CCOCC1OCC1CC1,-36.9
1753,Cc1nc2cccnc2[nH]1,-22.06
1754,NCc1ccc(CN2CCCC2=O)cc1,-41.12
1755,Nc1cccc(C(F)(F)F)n1,-19.04
1756,CC(N)c1cccc(N2CCCC2=O)c1,-38.78
1757,O=C(O)c1ccccc1NC(=O)C1CC1,-28.84
1758,O=C(O)C1CCCN1C(=O)c1cccs1,-18.78
1759,O=C1CCc2ccccc2N1,-32.38
1760,Cc1noc(C)c1CC(=O)O,-16.0
1761,CC(c1ccncc1)n1nccc1N,-35.25
1762,Cc1nn(-c2ccccc2)c(C)c1CO,-42.49
1763,Cc1nc(N)nc2c1CCCC2,-28.74
1764,CCS(=O)c1ccccc1C(=O)O,-20.99
1765,CCc1noc(C)c1C(=O)O,-10.54
1766,CC(C)Cn1nccc1N,-23.08
1767,CC(O)c1nc2ccccc2n1C(F)F,-33.66
1768,O=C1CC(C(F)(F)F)=Nc2ccccc2N1,-35.97
1769,CC(N)c1ccc(-n2cncn2)cc1,-38.12
1770,CN(C)c1ncccc1C#N,-25.35
1771,NCCOc1ccc(F)cc1,-30.49
1772,Cn1cc(-c2ccc(=O)[nH]n2)cn1,-30.05
1773,NCC1CCN(C2CCOCC2)CC1,-33.06
1774,Cc1nc(CN2CCC(CN)CC2)oc1C,-23.51
1775,NCC1CCCCN1CCO,-36.34
1776,CCc1nc(C)c(C(C)O)s1,-32.41
1777,COc1ccc(C(N)=O)cc1F,-31.11
1778,CC1CCNC(c2ccco2)C1,-37.56
1779,O=S1(=O)CCC(NC2CCCC2)C1,-31.46
1780,Cc1ccn2cc(C(=O)O)nc2c1,-23.9
1781,OCc1cc(Cl)c2c(c1)OCCCO2,-38.87
1782,NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,-30.43
1783,CC(C1CC1)n1nccc1N,-16.86
1784,NCc1ccccc1CN1CCOCC1,-32.38
1785,NC(=O)N1CCC(C(=O)O)CC1,-14.06
1786,Cc1nn(CCO)c(N)c1C,-30.94
1787,CC1CCC(NCC2CCCO2)CC1,-37.77
1788,C1CCC(NCC2CCCO2)C1,-35.32
1789,O=C1CC2CCC(CN1)N2,-25.09
1790,NC[C@]12C[C@H]1CCN2Cc1ccccc1,-39.27
1791,OCC1CCN(CC(F)F)CC1,-27.61
1792,CC(C)c1ncc(Cl)c(C(N)=O)n1,-33.11
1793,Fc1cccc(-c2nn[nH]n2)c1,-9.09
1794,O=C(O)[C@H]1C[C@@H](OC(F)F)C1,-11.58
1795,NC1CCN(CC(F)F)C1,-17.48
1796,NC(=O)c1ccccc1N1CCC(N)C1,-32.9
1797,NC(=O)C1CCC(O)CC1,-27.06
1798,O=c1cc2c(n[nH]1)CCC2,-24.19
1799,Nc1nc(-c2ccccc2F)co1,-32.57
1800,Nc1nc(C(F)(F)F)co1,-18.68
1801,c1ccc(C2CCNC2)nc1,-25.99
1802,CNC(C)c1ccc(-n2cncn2)cc1,-39.23
1803,COc1ccc(CC(=O)O)cc1F,-21.16
1804,CCOc1ccc(C2CCCN2)cc1,-43.47
1805,Cc1cc(C)n(-c2ccc(CO)cc2)n1,-39.58
1806,O=C(O)C1(C(=O)N2CCCC2)CC1,-10.22
1807,O=C(O)C1(C(=O)Nc2ccccc2)CC1,-19.31
1808,O=C(O)C1(C(=O)NC2CC2)CCC1,-10.48
1809,O=C(O)C1(C(=O)NC2CC2)CC1,-16.83
1810,Cc1nc2c(s1)C(O)CCC2,-31.99
1811,NCc1ccnc(NC2CC2)c1,-30.9
1812,c1ccc2c(c1)NCCCO2,-29.96
1813,COc1ccc(C)nc1N,-20.57
1814,COC1(CN)CCC(C)CC1,-20.73
1815,O[C@@H]1CCOc2c(F)cccc21,-35.46
1816,O[C@H]1CCc2cc(Cl)ccc21,-29.87
1817,O[C@@H]1CCc2cc(F)ccc21,-33.48
1818,O=C(O)Cn1ncc2ccccc21,-18.21
1819,Cc1cc(C(=O)O)ccc1-n1cccn1,-23.15
1820,Cc1cc(CO)ccc1N1CCOCC1,-37.45
1821,Cc1cc(-n2ccnc2)ccc1C(=O)O,-32.71
1822,Cc1cc(F)ccc1CO,-27.23
1823,CC(C)Nc1nccn1C,-24.2
1824,Nc1ccc(Cn2ccnc2)cn1,-30.01
1825,Cc1cc(N)nc(-c2ccccc2)n1,-39.98
1826,CCc1cc(N)nc(C)n1,-25.7
1827,Nc1ncnc2c1CCCC2,-25.76
1828,Nc1ccnc(C2CCCC2)n1,-32.55
1829,Nc1ccnc(Cc2ccccc2)n1,-33.01
1830,OCc1ccc(-n2cccn2)cc1,-36.91
1831,NCC1COc2ccccc2C1,-22.05
1832,NC(=O)C1CN(Cc2ccccc2)CCO1,-38.07
1833,O=C(O)c1ccccc1OC1CCC1,-17.39
1834,NC(=O)Cn1cnc(-c2ccccc2)c1N,-39.28
1835,COc1cccc(CO)n1,-27.42
1836,CCc1nc(C(=O)O)co1,-1.63
1837,O=C(O)c1coc(C2CCCCC2)n1,-27.32
1838,O=C(O)c1coc(C2CCC2)n1,-11.32
1839,Cc1nc(C(=O)O)c(C)o1,-18.62
1840,Cc1oc(C2CC2)nc1C(=O)O,-3.25
1841,Cc1nn(-c2ccc(F)cc2)cc1CN,-32.66
1842,NS(=O)(=O)c1nc2ccccc2[nH]1,-21.75
1843,Cn1nc(C(=O)O)cc1C1CC1,-23.52
1844,c1ccc(NC2CCNC2)cc1,-38.64
1845,Cc1oc(C(=O)O)cc1CO,-22.92
1846,CNCc1cccc(OC)n1,-27.68
1847,COc1cc(C)ccc1C#N,-26.57
1848,CCC(C)c1cc(C(=O)O)on1,-2.04
1849,O=C(O)c1cc(C2CCCC2)no1,-24.93
1850,CC(C)c1cc(C(=O)O)on1,-11.34
1851,CCC(C)c1ncc(N)cn1,-29.56
1852,O=C(O)c1cc(C2CC2)no1,-5.04
1853,O=C(O)c1c[nH]cc1C1CC1,-10.09
1854,C1CC(C2CCOC2)CN1,-22.78
1855,COCc1cc(=O)c2cc(F)ccc2[nH]1,-33.08
1856,Cc1noc(C)c1COC1CCNC1,-23.64
1857,Clc1cnn(C2CCNC2)c1,-28.43
1858,Clc1ccc(OC2CCCNC2)nc1,-36.75
1859,C1CC(CN2CCOCC2)CN1,-27.63
1860,Cc1cc(F)ccc1C1NCCNC1=O,-35.19
1861,O=C1NCCNC1c1ccccc1F,-34.07
1862,CC(C)C1NCCNC1=O,-25.95
1863,OCc1cn2cc(Cl)cc(Cl)c2n1,-32.77
1864,C1CC2(CCOCC2)CN1,-25.94
1865,Cc1n[nH]c(=O)c2noc(C)c12,-27.53
1866,OC1CCCC(C(F)(F)F)C1,-31.95
1867,O=c1[nH]c2cc(F)ccc2o1,-18.79
1868,c1csc(C2CCCCN2)n1,-33.38
1869,Cn1c(N)nc2ccc(F)cc21,-26.89
1870,CCc1nc(C2CCCN2)no1,-32.2
1871,CC(C)c1nc(C2CCCN2)no1,-35.4
1872,O=C(O)C1CC12CCCC2,-15.23
1873,C1CN(CC2CCOCC2)CCN1,-34.08
1874,OCCc1cn(-c2ccccc2F)nn1,-33.69
1875,O=C(O)Cc1cnc2ccccc2c1,-25.97
1876,Cc1csc(C2CNCCO2)n1,-30.83
1877,Cn1nccc1C1CCNCC1,-17.49
1878,C1CCC(c2nnc3n2CCCC3)NC1,-36.01
1879,Cc1nc(C)c(F)c(N2CCSCC2)n1,-32.33
1880,CCc1nc2ccccc2n1CCN,-29.05
1881,Cc1nc2n(c1C)CCNC2,-28.11
1882,CC(c1cccc(F)c1)N1CCn2ccnc2C1,-37.2
1883,Cn1cnc2cnccc21,-24.87
1884,Nc1nc(Cc2ccc(F)cc2)no1,-31.64
1885,Nc1nc(-c2cccc(F)c2)no1,-37.37
1886,c1cc(CN2CCNCC2)no1,-28.24
1887,O=C(O)C1CCCn2ccnc21,-24.05
1888,CC(N)c1ccc(-c2cncnc2)cc1,-39.34
1889,C1CCC2(C1)COCCN2,-30.27
1890,C1CCC2(CC1)COCCN2,-28.63
1891,Nc1ccc2nnc(C3CC3)n2c1,-22.33
1892,C1CCc2sc(C3CCCNC3)nc2C1,-43.83
1893,FC(F)(F)c1csc(C2CCCNC2)n1,-32.08
1894,FC(F)(F)c1csc(C2CCNCC2)n1,-30.34
1895,CNCCC1CCOCC1,-28.59
1896,CC(C)Cc1nnc2n1CCNC2,-30.77
1897,c1ccc(Cc2nnc3n2CCNC3)cc1,-38.86
1898,FC(F)c1nnc2n1CCNC2,-25.06
1899,CC1NCCn2c(C3CCCC3)nnc21,-38.07
1900,CC1(C(=O)O)CCOCC1,-0.62
1901,CNc1nc(-c2ccccc2)no1,-31.72
1902,CC(C)C1CCCCC1O,-33.4
1903,OC1CCCCC1c1cncnc1,-38.71
1904,CCn1cc(CCO)cn1,-8.0
1905,NC(CC1CCOCC1)c1ccccc1,-36.45
1906,Cc1cnc(C2CCCCN2)s1,-37.3
1907,Cc1cnc(C2CCNCC2)s1,-21.3
1908,CCOc1c(F)cccc1C(=O)O,-21.0
1909,Cc1nc(-c2ccco2)ccc1C(=O)O,-33.75
1910,CC1CNCCN1CCO,-32.11
1911,COCCN1CCNCC1C,-31.09
1912,Cc1cc(N)nn1-c1ccc(F)cc1,-29.65
1913,Cc1cn(C(C)C)nc1N,-24.88
1914,CC(C)Cn1cnnc1C1CCCN1,-37.73
1915,CC(C)C1CCC(N)CC1,-21.98
1916,Nc1nnc(-c2ccc(F)cc2)[nH]1,-32.05
1917,CC(C)c1nc(N)n(C)n1,-23.63
1918,Cn1nc(-c2cccs2)nc1N,-35.74
1919,Fc1cccnc1OC1CCCNC1,-31.12
